ext_AsbShng,fireqc_NA,bmqual_TA,ltcfig_FR3,Year Remod/Add,SalePrice,ext_Stone,ext_HdBoard,rfstyle_Mansard,nhood_ClearCr,nhood_NoRidge,nhood_Veenker,mszone_RL,Gr Liv Area,nhood_Landmrk,PID,rfstyle_Hip,fence_NA,Half Bath,ltcfig_FR2,nhood_Mitchel,sltype_Con,bmqual_Gd,Exter Cond,Bedroom AbvGr,nhood_SawyerW,found_PConc,nhood_Crawfor,sltype_WD,rfstyle_Gambrel,Year Built,mvtype_BrkFace,bmexpo_NA,is_pave_alley,nhood_Gilbert,rfstyle_Gable,ext_CemntBd,Overall Qual,BsmtFin SF 1,nhood_MeadowV,sltype_Oth,log-Lot Area,ltcfig_Inside,heatqc_Gd,TotRms AbvGrd,sltype_ConLw,Kitchen AbvGr,heatqc_Po,Lot Area,sltype_CWD,nhood_StoneBr,nhood_OldTown,mszone_I,Yr Sold,ext_ImStucc,sltype_ConLD,at_least_avg_cond,Bsmt Full Bath,kthnqc_Fa,mszone_RH,near_offsite,nhood_CollgCr,Id,near_major_street,nhood_Sawyer,Garage Area,is_built_recently,is_reg_lot,ext_Stucco,ext_VinylSd,ext_BrkComm,has_garage,sltype_ConLI,fireqc_Fa,found_Slab,is_garage_finished,fence_GdWo,Bsmt Unf SF,nhood_SWISU,log-SalePrice,bmexpo_Mn,found_Stone,mszone_RM,nhood_Greens,nhood_Edwards,Low Qual Fin SF,mszone_FV,ldctour_Low,Screen Porch,has_std_cb,heatqc_TA,mvtype_Stone,yr_since_built,found_Wood,3Ssn Porch,nhood_Blueste,BsmtFin Type 1,heatqc_Fa,nhood_NWAmes,Total Bsmt SF,nhood_Somerst,kthnqc_TA,ext_MetalSd,ext_Plywood,2nd Flr SF,nhood_NPkVill,ext_Wd Sdng,fence_MnWw,Full Bath,nhood_Timber,nhood_BrkSide,rfstyle_Shed,Mo Sold,has_alley,mszone_C,ext_WdShing,fireqc_Gd,Garage Cars,bmqual_Fa,nhood_Names,Misc Val,Open Porch SF,fence_MnPrv,is_garage_attached,fireqc_TA,fireqc_Po,Exter Qual,Fireplaces,ext_AsphShn,bmqual_NA,BsmtFin SF 2,Bsmt Half Bath,is_remod_recently,ldctour_Lvl,nhood_IDOTRR,nhood_BrDale,mvtype_None,ldctour_HLS,kthnqc_Gd,yr_since_remod,has_aircon,ext_BrkFace,bmexpo_No,Mas Vnr Area,log-1st Flr SF,ext_CBlock,Enclosed Porch,1st Flr SF,BsmtFin Type 2,near_rail,nhood_GrnHill,found_CBlock,bmqual_Po,nhood_NridgHt,bmexpo_Gd,Wood Deck SF,Pool Area,sltype_New,ltcfig_CulDSac,log-Gr Liv Area
0,1,0,0,2000,200000.0,0,0,0,0,0,0,0,1607.0,0,533236070,0,1,1,0,0,0,1,3,3,0,1,0,0,0,1999,1,0,1,0,1,0,8,813.0,0,0,7.8804263442924,1,0,7,0,1,0,2645.0,0,0,0,0,2008,0,1,1,1,0,0,0,0,1177,0,0,480.0,1,1,0,0,0,1,0,0,0,0,0,147.0,0,12.206072645530174,0,0,0,0,0,0.0,1,0,0.0,1,0,0,9,0,0.0,0,6,0,0,960.0,1,0,1,0,645.0,0,0,0,2,0,0,0,12,1,0,0,0,2,0,0,0.0,0.0,0,0,0,0,4,0,0,0,0.0,0,1,1,0,0,0,0,1,8,0,0,1,456.0,6.8690144506657065,0,0.0,962.0,1,0,0,0,0,0,0,169.0,0.0,0,0,7.382124365737512
0,1,0,0,2007,193000.0,0,0,0,0,0,0,1,1361.0,0,907418040,0,1,0,0,0,0,1,3,3,0,1,0,1,0,2007,0,0,0,0,1,0,7,24.0,0,0,9.172326929777968,1,0,6,0,1,0,9627.0,0,0,0,0,2008,0,0,1,0,0,0,0,1,1480,0,0,610.0,1,1,0,1,0,1,0,0,0,1,0,1327.0,0,12.170445467887022,0,0,0,0,0,0.0,0,0,0.0,1,0,0,1,0,0.0,0,6,0,0,1351.0,0,0,0,0,0.0,0,0,0,2,0,0,0,6,0,0,0,0,2,0,0,0.0,50.0,0,1,0,0,4,0,0,0,0.0,0,1,1,0,0,1,0,1,1,0,0,0,0.0,7.215975002651466,0,0.0,1361.0,1,0,0,0,0,0,0,0.0,0.0,0,0,7.215975002651466
0,1,0,0,2005,173500.0,0,0,0,0,0,0,1,1430.0,0,923202105,0,1,0,0,1,0,0,3,3,0,1,0,1,0,2004,0,0,0,0,1,0,5,0.0,0,0,9.221675881639928,1,0,7,0,1,0,10114.0,0,0,0,0,2010,0,0,1,0,0,0,0,0,324,0,0,624.0,1,1,0,1,0,1,0,0,0,1,0,1430.0,0,12.063932878369052,0,0,0,0,0,0.0,0,0,0.0,1,0,0,6,0,0.0,0,1,0,0,1430.0,0,0,0,0,0.0,0,0,0,2,0,0,0,3,0,0,0,0,2,0,0,0.0,0.0,0,1,0,0,3,0,0,0,0.0,0,1,1,0,0,1,0,1,5,0,0,0,0.0,7.265429723253953,0,0.0,1430.0,1,0,0,0,0,0,0,0.0,0.0,0,0,7.265429723253953
1,1,1,0,1950,98000.0,0,0,0,0,0,0,0,1344.0,0,902301140,0,1,0,0,0,0,0,3,4,0,0,0,0,0,1916,0,0,0,0,1,0,5,0.0,0,0,8.427487278331744,1,0,7,0,1,0,4571.0,0,0,1,0,2008,0,0,1,0,0,0,0,0,1311,0,0,513.0,0,1,0,0,0,1,0,0,0,0,0,624.0,0,11.49272275765271,0,0,1,0,0,0.0,0,0,0.0,1,0,0,92,0,0.0,0,1,1,0,624.0,0,1,0,0,720.0,0,0,0,1,0,0,0,5,1,0,0,0,3,0,0,0.0,0.0,0,0,0,0,3,0,0,0,0.0,0,0,1,0,0,1,0,0,58,0,0,1,0.0,6.436150368369428,0,96.0,624.0,1,0,0,0,0,0,0,0.0,0.0,0,0,7.203405521083095
0,1,1,0,1963,139000.0,0,0,0,0,0,0,1,1121.0,0,905101490,0,0,0,0,0,0,0,3,3,0,1,0,1,0,1963,0,0,0,0,1,0,5,651.0,0,0,9.084323531392696,0,0,5,0,1,0,8816.0,0,0,0,0,2009,0,0,1,1,0,0,0,0,770,1,1,480.0,0,1,0,1,0,1,0,0,0,0,0,470.0,0,11.842229212112828,0,0,0,0,0,0.0,0,0,0.0,1,1,0,46,0,0.0,0,3,0,0,1121.0,0,1,0,0,0.0,0,0,0,1,0,0,0,6,0,0,0,0,2,0,0,0.0,80.0,1,0,0,0,3,0,0,0,0.0,0,0,1,0,0,1,0,0,46,0,0,1,0.0,7.02197642307216,0,0.0,1121.0,1,0,0,0,0,0,0,0.0,0.0,0,0,7.02197642307216
0,0,1,0,1977,143500.0,0,0,0,0,0,0,1,1285.0,0,905107140,0,0,1,0,0,0,0,3,3,0,0,0,1,0,1977,1,0,0,0,1,0,6,0.0,0,0,9.011523512653032,1,0,7,0,1,0,8197.0,0,0,0,0,2007,0,0,1,0,0,0,0,0,2063,0,1,528.0,0,1,0,0,0,1,0,0,0,1,0,660.0,0,11.874090314181814,0,0,0,0,0,0.0,0,0,0.0,1,0,0,30,0,0.0,0,1,0,0,660.0,0,1,0,1,0.0,0,0,0,1,0,0,0,4,0,0,0,0,2,0,0,0.0,0.0,1,1,1,0,3,1,0,0,0.0,0,0,1,0,0,0,0,0,30,0,0,1,148.0,7.158513997329321,0,0.0,1285.0,1,0,0,1,0,0,0,138.0,0.0,0,0,7.158513997329321
0,1,0,0,2009,215200.0,0,0,0,0,0,0,0,1547.0,0,528458070,0,1,1,0,0,1,1,3,3,0,1,0,0,0,2009,0,0,0,0,1,0,7,24.0,0,0,9.0641578617981,1,0,7,0,1,0,8640.0,0,0,0,0,2010,0,0,1,0,0,0,0,0,69,0,0,614.0,1,1,0,1,0,1,0,0,0,0,0,732.0,0,12.279323107269766,1,0,0,0,0,0.0,1,0,0.0,1,0,0,1,0,0.0,0,6,0,0,756.0,1,0,0,0,783.0,0,0,0,2,0,0,0,6,0,0,0,0,2,0,0,0.0,45.0,0,1,0,0,3,0,0,0,0.0,0,1,1,0,0,1,0,1,1,0,0,0,0.0,6.638567789166521,0,0.0,764.0,1,0,0,0,0,0,0,169.0,0.0,0,0,7.344072850573066
0,0,0,0,1968,129000.0,0,0,0,0,0,0,1,894.0,0,905106150,0,1,0,0,0,0,1,3,3,0,0,0,1,0,1968,0,0,0,0,1,0,5,492.0,0,0,9.07383312732152,1,1,5,0,1,0,8724.0,0,0,0,0,2007,0,0,1,0,0,0,0,0,2062,0,1,450.0,0,1,0,1,0,1,0,0,0,1,0,402.0,0,11.76756768334381,0,0,0,0,0,0.0,0,0,0.0,1,0,0,39,0,0.0,0,4,0,0,894.0,0,1,0,0,0.0,0,0,0,1,0,0,0,5,0,0,0,0,2,0,0,0.0,0.0,0,1,0,1,3,1,0,0,0.0,0,0,1,0,0,1,0,0,39,0,0,1,0.0,6.795705775173514,0,0.0,894.0,1,0,0,1,0,0,0,0.0,0.0,0,0,6.795705775173514
0,0,0,0,2000,278000.0,0,0,0,0,0,0,1,1659.0,0,527131030,0,1,0,0,0,0,1,3,2,0,1,0,1,0,2000,0,0,0,0,1,1,8,1158.0,0,0,8.641885635373555,1,0,5,0,1,0,5664.0,0,1,0,0,2009,0,0,1,1,0,0,0,0,351,0,0,499.0,1,0,0,0,0,1,0,0,0,1,0,343.0,0,12.535376392672774,0,0,0,0,0,0.0,0,0,0.0,1,0,0,9,0,0.0,0,6,0,0,1501.0,0,0,0,0,0.0,0,0,0,2,0,0,0,10,0,0,0,0,2,0,0,0.0,59.0,0,1,0,0,4,1,0,0,0.0,0,1,1,0,0,1,0,0,9,0,0,1,0.0,7.413970290190444,0,0.0,1659.0,1,0,0,0,0,0,0,212.0,0.0,0,0,7.413970290190444
0,1,0,0,2007,185000.0,0,1,0,0,0,0,1,1187.0,0,527165230,0,0,0,0,0,0,1,4,3,0,1,0,1,0,1992,0,0,0,1,1,0,6,935.0,0,0,8.984693690443855,1,0,6,0,1,0,7980.0,0,0,0,0,2010,0,0,1,1,0,0,0,0,12,0,0,420.0,0,0,0,0,0,1,0,0,0,1,0,233.0,0,12.128111104060462,0,0,0,0,0,0.0,0,0,0.0,1,0,0,18,0,0.0,0,5,0,0,1168.0,0,1,0,0,0.0,0,0,0,2,0,0,0,3,0,0,0,0,2,0,0,500.0,21.0,0,1,0,0,3,0,0,0,0.0,0,1,1,0,0,1,0,0,3,0,0,1,0.0,7.079184394609668,0,0.0,1187.0,1,0,0,0,0,0,0,483.0,0.0,0,0,7.079184394609668
0,1,1,0,1955,145000.0,0,0,0,0,0,0,1,1056.0,0,527250040,1,1,0,0,0,0,0,3,3,0,0,0,1,0,1955,0,0,0,1,0,0,5,1056.0,0,0,10.453053004618049,1,0,5,0,1,0,34650.0,0,0,0,0,2006,0,0,1,1,0,0,0,0,2339,0,0,572.0,0,1,0,0,0,1,0,0,0,1,0,0.0,0,11.884489021402713,1,0,0,0,0,0.0,0,0,0.0,1,1,0,51,0,0.0,0,3,0,0,1056.0,0,1,0,0,0.0,0,1,0,1,0,0,0,1,0,0,0,0,2,0,0,0.0,0.0,0,1,0,0,3,0,0,0,0.0,0,0,0,0,0,1,0,0,51,0,0,0,0.0,6.962243464266207,0,0.0,1056.0,1,0,0,1,0,0,0,264.0,0.0,0,0,6.962243464266207
0,0,1,0,1961,187500.0,0,0,0,0,0,0,1,1453.0,0,535104120,1,0,0,0,0,0,0,3,3,0,0,0,1,0,1961,1,0,0,0,0,0,6,1312.0,0,0,9.266058860732526,0,0,6,0,1,0,10573.0,0,0,0,0,2009,0,0,1,1,0,0,0,0,624,0,0,530.0,0,0,0,0,0,1,0,0,0,1,0,141.0,0,12.141534124392605,0,0,0,0,0,0.0,0,0,288.0,1,0,0,48,0,0.0,0,3,0,0,1453.0,0,1,1,0,0.0,0,0,0,2,0,0,0,4,0,0,0,0,2,0,1,0.0,49.0,0,1,1,0,3,1,0,0,0.0,0,0,1,0,0,0,0,0,48,0,0,1,3.0,7.281385663570282,0,0.0,1453.0,1,0,0,1,0,0,0,0.0,0.0,0,0,7.281385663570282
0,0,1,0,2009,138500.0,0,0,0,0,0,0,1,894.0,0,532376160,0,0,0,0,0,0,0,4,3,0,0,0,1,0,1965,0,0,0,0,1,0,5,553.0,0,0,9.04192172035122,1,0,5,0,1,0,8450.0,0,0,0,0,2010,0,0,1,1,0,0,0,0,86,0,1,336.0,0,1,0,0,0,1,0,0,0,0,0,224.0,0,11.83862560460953,0,0,0,0,0,0.0,0,0,0.0,1,0,0,45,0,0.0,0,6,0,0,894.0,0,1,1,0,0.0,0,0,0,1,0,0,0,4,0,0,0,1,1,0,0,0.0,144.0,1,0,0,0,3,1,0,0,117.0,0,1,1,0,0,1,0,0,1,0,0,1,0.0,6.795705775173514,0,0.0,894.0,4,1,0,1,0,0,0,416.0,0.0,0,0,6.795705775173514
0,0,1,0,1995,198000.0,0,0,0,0,0,0,1,1938.0,0,909277040,0,1,0,0,0,0,0,3,4,0,0,1,1,0,1937,0,0,0,0,1,0,5,606.0,0,0,9.367344120785848,1,0,7,0,1,0,11700.0,0,0,0,0,2008,0,0,1,0,0,0,0,0,1534,0,0,240.0,0,0,0,0,0,1,0,0,0,0,0,336.0,0,12.196022309676671,0,0,0,0,0,0.0,0,0,0.0,1,0,0,71,0,0.0,0,4,0,0,942.0,0,0,0,0,673.0,0,0,0,2,0,0,0,7,1,0,1,1,1,0,0,0.0,40.0,0,0,0,0,3,1,0,0,0.0,0,0,0,0,0,1,1,1,13,0,0,1,0.0,7.142827401161621,0,0.0,1265.0,1,0,0,1,0,0,0,0.0,0.0,0,0,7.569411792450712
0,1,1,0,2006,119600.0,0,0,0,0,0,0,0,1991.0,0,911103060,0,1,0,0,0,0,0,4,4,0,0,0,1,0,1895,0,0,0,0,1,0,5,0.0,0,0,9.017968479328726,1,0,9,0,2,0,8250.0,0,0,0,0,2007,0,0,1,0,0,0,0,0,2243,1,0,0.0,0,1,0,1,0,0,0,0,0,0,0,957.0,0,11.691908120498669,0,0,0,0,0,0.0,0,0,0.0,1,0,0,112,0,0.0,0,1,1,0,957.0,0,1,0,0,957.0,0,0,0,2,0,0,0,6,0,1,0,0,0,0,0,0.0,0.0,0,0,0,0,3,0,0,0,0.0,0,1,1,1,0,1,0,0,1,0,0,1,0.0,6.941190055068375,0,133.0,1034.0,1,0,0,1,0,0,0,0.0,0.0,0,0,7.596392304064196
