Garage Cond,Overall Qual,Enclosed Porch,Lot Shape,Kitchen AbvGr,Lot Area,Bsmt Exposure,Functional,Land Slope,Fireplaces,Wood Deck SF,Year Remod/Add,Exter Cond,BsmtFin Type 2,Id,PID,Overall Cond,Low Qual Fin SF,Screen Porch,Exter Qual,Kitchen Qual,BsmtFin SF 1,Utilities,BsmtFin Type 1,Bsmt Unf SF,Year Built,Mas Vnr Area,Bsmt Full Bath,Garage Area,3Ssn Porch,Mo Sold,1st Flr SF,2nd Flr SF,Garage Qual,Half Bath,BsmtFin SF 2,Bsmt Qual,Pool QC,Bsmt Cond,Bedroom AbvGr,Full Bath,Total Bsmt SF,Garage Cars,Heating QC,Bsmt Half Bath,Pool Area,Yr Sold,Misc Val,Gr Liv Area,SalePrice,TotRms AbvGrd,Fireplace Qu,Open Porch SF,log-Lot Area,log-1st Flr SF,log-Gr Liv Area,log-SalePrice,yr_since_built,yr_since_remod,is_built_recently,is_remod_recently,has_alley,is_pave_alley,near_major_street,near_rail,near_offsite,ext_VinylSd,ext_MetalSd,ext_HdBoard,ext_Wd Sdng,ext_Plywood,ext_CemntBd,ext_BrkFace,ext_WdShing,ext_AsbShng,ext_Stucco,ext_BrkComm,ext_Stone,ext_CBlock,ext_ImStucc,ext_AsphShn,has_aircon,has_std_cb,is_garage_attached,has_garage,is_garage_finished,ldctour_HLS,ldctour_Low,ldctour_Lvl,ltcfig_CulDSac,ltcfig_FR2,ltcfig_FR3,ltcfig_Inside,nhood_Blueste,nhood_BrDale,nhood_BrkSide,nhood_ClearCr,nhood_CollgCr,nhood_Crawfor,nhood_Edwards,nhood_Gilbert,nhood_Greens,nhood_GrnHill,nhood_IDOTRR,nhood_Landmrk,nhood_MeadowV,nhood_Mitchel,nhood_NPkVill,nhood_NWAmes,nhood_Names,nhood_NoRidge,nhood_NridgHt,nhood_OldTown,nhood_SWISU,nhood_Sawyer,nhood_SawyerW,nhood_Somerst,nhood_StoneBr,nhood_Timber,nhood_Veenker,rfstyle_Gable,rfstyle_Gambrel,rfstyle_Hip,rfstyle_Mansard,rfstyle_Shed,mvtype_BrkFace,mvtype_None,mvtype_Stone,found_CBlock,found_PConc,found_Slab,found_Stone,found_Wood,fence_GdWo,fence_MnPrv,fence_MnWw,fence_NA,sltype_CWD,sltype_Con,sltype_ConLD,sltype_ConLI,sltype_ConLw,sltype_New,sltype_Oth,sltype_WD,mszone_C,mszone_FV,mszone_I,mszone_RH,mszone_RL,mszone_RM
TA,6,0.0,Reg,1,1680.0,No,Typ,Gtl,0,0.0,1971,TA,Unf,1044,527451290,5,0.0,0.0,TA,TA,387.0,AllPub,ALQ,96.0,1971,232.0,0,264.0,0.0,7,483.0,504.0,TA,1,0.0,TA,NA,TA,2,1,483.0,1,TA,0,0.0,2008,0.0,987.0,85400.0,4,NA,0.0,7.426549072397305,6.180016653652572,6.894670039433482,11.35510137977666,37,37,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
TA,7,0.0,IR1,1,7488.0,Av,Typ,Gtl,0,105.0,2005,TA,Unf,2752,906380150,5,0.0,0.0,Gd,Gd,393.0,AllPub,GLQ,815.0,2005,0.0,0,632.0,0.0,2,1208.0,0.0,TA,0,0.0,Gd,NA,TA,2,2,1208.0,2,Ex,0,0.0,2006,0.0,1208.0,183600.0,6,NA,58.0,8.921057018157429,7.0967213784947605,7.0967213784947605,12.120514757168529,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
TA,5,0.0,Reg,1,26400.0,NA,Mod,Gtl,1,0.0,2007,TA,NA,807,906226060,7,0.0,0.0,Gd,TA,0.0,AllPub,NA,0.0,1880,0.0,0,576.0,0.0,6,1288.0,728.0,TA,0,0.0,NA,NA,NA,4,1,0.0,2,Ex,0,0.0,2009,0.0,2016.0,131000.0,7,TA,0.0,10.181119289134408,7.160845906664299,7.60887062919126,11.782952602183288,129,2,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
TA,8,0.0,Reg,1,2645.0,No,Typ,Gtl,0,169.0,2000,TA,Unf,1177,533236070,5,0.0,0.0,Gd,Gd,813.0,AllPub,GLQ,147.0,1999,456.0,1,480.0,0.0,12,962.0,645.0,TA,1,0.0,Gd,NA,TA,3,2,960.0,2,Ex,0,0.0,2008,0.0,1607.0,200000.0,7,NA,0.0,7.8804263442924,6.8690144506657065,7.382124365737512,12.206072645530174,9,8,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
TA,7,0.0,Reg,1,9627.0,Av,Typ,Gtl,0,0.0,2007,TA,Unf,1480,907418040,5,0.0,0.0,Gd,Gd,24.0,AllPub,GLQ,1327.0,2007,0.0,0,610.0,0.0,6,1361.0,0.0,TA,0,0.0,Gd,NA,TA,3,2,1351.0,2,Ex,0,0.0,2008,0.0,1361.0,193000.0,6,NA,50.0,9.172326929777968,7.215975002651466,7.215975002651466,12.170445467887022,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
TA,5,0.0,Reg,1,10114.0,Av,Typ,Gtl,0,0.0,2005,TA,Unf,324,923202105,5,0.0,0.0,TA,Gd,0.0,AllPub,Unf,1430.0,2004,0.0,0,624.0,0.0,3,1430.0,0.0,TA,0,0.0,Ex,NA,TA,3,2,1430.0,2,Ex,0,0.0,2010,0.0,1430.0,173500.0,7,NA,0.0,9.221675881639928,7.265429723253953,7.265429723253953,12.063932878369052,6,5,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
Fa,5,96.0,Reg,1,4571.0,No,Typ,Gtl,0,0.0,1950,TA,Unf,1311,902301140,5,0.0,0.0,TA,TA,0.0,AllPub,Unf,624.0,1916,0.0,0,513.0,0.0,5,624.0,720.0,Fa,0,0.0,TA,NA,TA,4,1,624.0,3,Fa,0,0.0,2008,0.0,1344.0,98000.0,7,NA,0.0,8.427487278331744,6.436150368369428,7.203405521083095,11.49272275765271,92,58,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
TA,5,0.0,Reg,1,8816.0,No,Typ,Gtl,0,0.0,1963,TA,Unf,770,905101490,6,0.0,0.0,TA,TA,651.0,AllPub,Rec,470.0,1963,0.0,1,480.0,0.0,6,1121.0,0.0,TA,0,0.0,TA,NA,TA,3,1,1121.0,2,TA,0,0.0,2009,0.0,1121.0,139000.0,5,NA,80.0,9.084323531392696,7.02197642307216,7.02197642307216,11.842229212112828,46,46,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
TA,6,0.0,Reg,1,8197.0,No,Typ,Gtl,1,138.0,1977,TA,Unf,2063,905107140,5,0.0,0.0,TA,TA,0.0,AllPub,Unf,660.0,1977,148.0,0,528.0,0.0,4,1285.0,0.0,TA,1,0.0,TA,NA,TA,3,1,660.0,2,Ex,0,0.0,2007,0.0,1285.0,143500.0,7,TA,0.0,9.011523512653032,7.158513997329321,7.158513997329321,11.874090314181814,30,30,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
TA,7,0.0,Reg,1,8640.0,Mn,Typ,Gtl,0,169.0,2009,TA,Unf,69,528458070,5,0.0,0.0,TA,Gd,24.0,AllPub,GLQ,732.0,2009,0.0,0,614.0,0.0,6,764.0,783.0,TA,1,0.0,Gd,NA,TA,3,2,756.0,2,Ex,0,0.0,2010,0.0,1547.0,215200.0,7,NA,45.0,9.0641578617981,6.638567789166521,7.344072850573066,12.279323107269766,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
TA,5,0.0,Reg,1,8724.0,No,Typ,Gtl,1,0.0,1968,TA,Unf,2062,905106150,5,0.0,0.0,TA,TA,492.0,AllPub,BLQ,402.0,1968,0.0,0,450.0,0.0,5,894.0,0.0,TA,0,0.0,Gd,NA,TA,3,1,894.0,2,Gd,0,0.0,2007,0.0,894.0,129000.0,5,Po,0.0,9.07383312732152,6.795705775173514,6.795705775173514,11.76756768334381,39,39,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
TA,8,0.0,IR1,1,5664.0,No,Typ,Gtl,1,212.0,2000,TA,Unf,351,527131030,5,0.0,0.0,Gd,Ex,1158.0,AllPub,GLQ,343.0,2000,0.0,1,499.0,0.0,10,1659.0,0.0,TA,0,0.0,Gd,NA,TA,2,2,1501.0,2,Ex,0,0.0,2009,0.0,1659.0,278000.0,5,Ex,59.0,8.641885635373555,7.413970290190444,7.413970290190444,12.535376392672774,9,9,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
TA,6,0.0,IR1,1,7980.0,No,Typ,Gtl,0,483.0,2007,Gd,Unf,12,527165230,7,0.0,0.0,TA,TA,935.0,AllPub,ALQ,233.0,1992,0.0,1,420.0,0.0,3,1187.0,0.0,TA,0,0.0,Gd,NA,TA,3,2,1168.0,2,Ex,0,0.0,2010,500.0,1187.0,185000.0,6,NA,21.0,8.984693690443855,7.079184394609668,7.079184394609668,12.128111104060462,18,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
TA,5,0.0,Reg,1,34650.0,Mn,Typ,Gtl,0,264.0,1955,TA,Unf,2339,527250040,5,0.0,0.0,TA,TA,1056.0,AllPub,Rec,0.0,1955,0.0,1,572.0,0.0,1,1056.0,0.0,TA,0,0.0,TA,NA,TA,3,1,1056.0,2,TA,0,0.0,2006,0.0,1056.0,145000.0,5,NA,0.0,10.453053004618049,6.962243464266207,6.962243464266207,11.884489021402713,51,51,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
TA,6,0.0,IR1,1,10573.0,No,Typ,Gtl,1,0.0,1961,TA,Unf,624,535104120,6,0.0,288.0,TA,TA,1312.0,AllPub,Rec,141.0,1961,3.0,1,530.0,0.0,4,1453.0,0.0,TA,0,0.0,TA,NA,TA,3,2,1453.0,2,Ex,0,0.0,2009,0.0,1453.0,187500.0,6,TA,49.0,9.266058860732526,7.281385663570282,7.281385663570282,12.141534124392605,48,48,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
TA,5,0.0,Reg,1,8450.0,No,Typ,Gtl,1,416.0,2009,Gd,BLQ,86,532376160,8,0.0,0.0,TA,TA,553.0,AllPub,GLQ,224.0,1965,0.0,1,336.0,0.0,4,894.0,0.0,TA,0,117.0,TA,NA,TA,3,1,894.0,1,Ex,0,0.0,2010,0.0,894.0,138500.0,5,Gd,144.0,9.04192172035122,6.795705775173514,6.795705775173514,11.83862560460953,45,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
TA,5,0.0,IR1,1,11700.0,No,Min2,Mod,1,0.0,1995,TA,Unf,1534,909277040,6,0.0,0.0,TA,Gd,606.0,AllPub,BLQ,336.0,1937,0.0,0,240.0,0.0,7,1265.0,673.0,TA,0,0.0,TA,NA,TA,4,2,942.0,1,Ex,0,0.0,2008,0.0,1938.0,198000.0,7,Gd,40.0,9.367344120785848,7.142827401161621,7.569411792450712,12.196022309676671,71,13,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
NA,5,133.0,Reg,2,8250.0,No,Typ,Gtl,0,0.0,2006,Gd,Unf,2243,911103060,6,0.0,0.0,TA,TA,0.0,AllPub,Unf,957.0,1895,0.0,0,0.0,0.0,6,1034.0,957.0,NA,0,0.0,TA,NA,TA,4,2,957.0,0,Fa,0,0.0,2007,0.0,1991.0,119600.0,9,NA,0.0,9.017968479328726,6.941190055068375,7.596392304064196,11.691908120498669,112,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
